Sl_No,District,Market,Commodity,Variety,Grade,Min_Price_Rs,Max_Price_Rs,Modal_Price_Rs,Date
3838,Ratlam,Sailana,Wheat,Wheat,FAQ,2100,3000,2550,2025-04-11
117,Ratlam,A lot,Wheat,Lokwan,FAQ,2560,2560,2560,2025-04-11
519,Ratlam,A lot,Wheat,Other,FAQ,2550,2550,2550,2025-04-11
2526,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2405,2535,2525,2025-04-11
4812,Ratlam,Taal,Wheat,Wheat,FAQ,2451,2750,2750,2025-04-12
4539,Ratlam,Taal,Wheat,Mill Quality,FAQ,2425,2450,2450,2025-04-12
3413,Ratlam,Sailana,Wheat,Lokwan,FAQ,2375,2580,2560,2025-04-12
518,Ratlam,A lot,Wheat,Other,FAQ,2520,2530,2530,2025-04-12
2626,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2430,2440,2440,2025-04-12
1434,Ratlam,Jaora,Wheat,Other,FAQ,2400,2400,2400,2025-04-12
3898,Ratlam,Sailana,Wheat,Wheat,FAQ,2300,2650,2500,2025-04-12
2134,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2200,3200,2450,2025-04-12
3073,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2500,2500,2500,2025-04-12
582,Ratlam,A lot,Wheat,Wheat,FAQ,2335,2380,2380,2025-04-12
2878,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3260,2550,2025-04-12
4688,Ratlam,Taal,Wheat,Other,FAQ,2475,2475,2475,2025-04-13
2901,Ratlam,Ratlam,Wheat,Wheat,FAQ,2500,2900,2600,2025-04-13
2214,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2400,2811,2700,2025-04-13
4807,Ratlam,Taal,Wheat,Wheat,FAQ,2440,2701,2701,2025-04-13
3966,Ratlam,Sailana,Wheat,Wheat,FAQ,2500,2550,2500,2025-04-13
783,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2365,2380,2380,2025-04-13
4104,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2495,2521,2500,2025-04-13
4370,Ratlam,Taal,Wheat,Lokwan,FAQ,2425,2500,2500,2025-04-14
4797,Ratlam,Taal,Wheat,Wheat,FAQ,2400,2805,2601,2025-04-14
2868,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,3100,2600,2025-04-14
4529,Ratlam,Taal,Wheat,Mill Quality,FAQ,2400,2475,2400,2025-04-14
3884,Ratlam,Sailana,Wheat,Wheat,FAQ,2280,2505,2450,2025-04-14
4675,Ratlam,Taal,Wheat,Other,FAQ,2400,2500,2400,2025-04-14
777,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2320,2368,2368,2025-04-14
2486,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2565,2610,2600,2025-04-14
550,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2400,2400,2025-04-14
2119,Ratlam,Ratlam,Wheat,Lokwan,FAQ,23,2750,2600,2025-04-14
1825,Ratlam,Ratlam,Wheat,Local,FAQ,2501,2501,2501,2025-04-14
1450,Ratlam,Jaora,Wheat,Wheat,FAQ,1600,3181,2540,2025-04-15
126,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2341,2459,2364,2025-04-15
4725,Ratlam,Taal,Wheat,Wheat,FAQ,2176,2691,2381,2025-04-15
4524,Ratlam,Taal,Wheat,Mill Quality,FAQ,2381,2450,2418,2025-04-15
2624,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2410,2410,2410,2025-04-15
913,Ratlam,Jaora,Wheat,Local,FAQ,2536,2536,2536,2025-04-15
3839,Ratlam,Sailana,Wheat,Wheat,FAQ,2100,3051,2500,2025-04-15
2849,Ratlam,Ratlam,Wheat,Wheat,FAQ,2320,4850,2650,2025-04-15
1833,Ratlam,Ratlam,Wheat,Local,FAQ,2750,2750,2750,2025-04-15
4673,Ratlam,Taal,Wheat,Other,FAQ,2395,2480,2400,2025-04-15
3340,Ratlam,Sailana,Wheat,Lokwan,FAQ,2200,2626,2600,2025-04-15
2217,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2401,3450,2900,2025-04-15
438,Ratlam,A lot,Wheat,Mill Quality,FAQ,2350,2480,2440,2025-04-15
3063,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2420,2690,2650,2025-04-15
4572,Ratlam,Taal,Wheat,Mill Quality,Non-FAQ,2410,2410,2410,2025-04-15
531,Ratlam,A lot,Wheat,Wheat,FAQ,1701,2625,2426,2025-04-15
3234,Ratlam,Sailana,Wheat,Local,FAQ,2350,2350,2350,2025-04-16
585,Ratlam,A lot,Wheat,Wheat,FAQ,2346,2592,2466,2025-04-16
3391,Ratlam,Sailana,Wheat,Lokwan,FAQ,2321,2645,2500,2025-04-16
3054,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2350,3500,2700,2025-04-16
4741,Ratlam,Taal,Wheat,Wheat,FAQ,2300,2726,2400,2025-04-16
3113,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2500,2550,2550,2025-04-16
2218,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2401,4323,2658,2025-04-16
3899,Ratlam,Sailana,Wheat,Wheat,FAQ,2300,2870,2540,2025-04-16
128,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2350,2471,2396,2025-04-16
443,Ratlam,A lot,Wheat,Mill Quality,FAQ,2365,2485,2470,2025-04-16
4523,Ratlam,Taal,Wheat,Mill Quality,FAQ,2380,2472,2472,2025-04-16
2784,Ratlam,Ratlam,Wheat,Wheat,FAQ,1900,4312,2700,2025-04-16
2533,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2500,2526,2500,2025-04-16
1464,Ratlam,Jaora,Wheat,Wheat,FAQ,2000,3185,2550,2025-04-16
2500,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2416,2434,2426,2025-04-16
4108,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2600,2600,2600,2025-04-16
2764,Ratlam,Ratlam,Wheat,Wheat,FAQ,1492,4411,2550,2025-04-17
2139,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2201,2905,2820,2025-04-17
533,Ratlam,A lot,Wheat,Wheat,FAQ,1832,2730,2471,2025-04-17
3062,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2415,2660,2550,2025-04-17
3152,Ratlam,Ratlam,Wheat,Wheat-Organic,FAQ,2825,2825,2825,2025-04-17
3817,Ratlam,Sailana,Wheat,Wheat,FAQ,1800,3101,2550,2025-04-17
440,Ratlam,A lot,Wheat,Mill Quality,FAQ,2355,2492,2471,2025-04-17
4779,Ratlam,Taal,Wheat,Wheat,FAQ,2383,2746,2450,2025-04-17
2537,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2520,2825,2550,2025-04-17
118,Ratlam,A lot,Wheat,Lokwan,FAQ,2565,2751,2751,2025-04-17
3380,Ratlam,Sailana,Wheat,Lokwan,FAQ,2300,2692,2692,2025-04-17
134,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2379,2473,2473,2025-04-17
1506,Ratlam,Jaora,Wheat,Wheat,FAQ,2200,3375,2550,2025-04-17
2866,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,2969,2600,2025-04-18
2277,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2550,2600,2600,2025-04-18
500,Ratlam,A lot,Wheat,Mill Quality,FAQ,2505,2520,2520,2025-04-18
3469,Ratlam,Sailana,Wheat,Lokwan,FAQ,2501,2585,2575,2025-04-18
4542,Ratlam,Taal,Wheat,Mill Quality,FAQ,2430,2455,2450,2025-04-18
3925,Ratlam,Sailana,Wheat,Wheat,FAQ,2350,2750,2450,2025-04-18
574,Ratlam,A lot,Wheat,Wheat,FAQ,2314,2410,2370,2025-04-18
4818,Ratlam,Taal,Wheat,Wheat,FAQ,2480,2700,2575,2025-04-18
2834,Ratlam,Ratlam,Wheat,Wheat,FAQ,2271,4090,2575,2025-04-19
4751,Ratlam,Taal,Wheat,Wheat,FAQ,2314,2761,2460,2025-04-19
1356,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2447,2447,2447,2025-04-19
2126,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2013,4000,2676,2025-04-19
3808,Ratlam,Sailana,Wheat,Wheat,FAQ,1450,3015,2400,2025-04-19
3377,Ratlam,Sailana,Wheat,Lokwan,FAQ,2300,2621,2621,2025-04-19
1533,Ratlam,Jaora,Wheat,Wheat,FAQ,2300,3150,2600,2025-04-19
3104,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2440,2440,2440,2025-04-19
4371,Ratlam,Taal,Wheat,Lokwan,FAQ,2425,2500,2500,2025-04-19
116,Ratlam,A lot,Wheat,Lokwan,FAQ,2554,2554,2554,2025-04-19
583,Ratlam,A lot,Wheat,Wheat,FAQ,2336,2685,2475,2025-04-19
459,Ratlam,A lot,Wheat,Mill Quality,FAQ,2390,2503,2444,2025-04-19
3069,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2444,2700,2575,2025-04-19
2535,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2505,2551,2551,2025-04-19
4550,Ratlam,Taal,Wheat,Mill Quality,FAQ,2457,2491,2472,2025-04-19
136,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2393,2441,2441,2025-04-19
4834,Ratlam,Taal,Wheat,Wheat,FAQ,2550,2725,2550,2025-04-20
3065,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2425,3750,2650,2025-04-20
576,Ratlam,A lot,Wheat,Wheat,FAQ,2316,2364,2364,2025-04-20
2884,Ratlam,Ratlam,Wheat,Wheat,FAQ,2440,2910,2650,2025-04-20
2267,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2510,3000,2520,2025-04-20
3894,Ratlam,Sailana,Wheat,Wheat,FAQ,2300,2350,2350,2025-04-20
3493,Ratlam,Sailana,Wheat,Lokwan,FAQ,2650,2750,2650,2025-04-20
1605,Ratlam,Jaora,Wheat,Wheat,FAQ,2525,2525,2525,2025-04-20
4552,Ratlam,Taal,Wheat,Mill Quality,FAQ,2470,2470,2470,2025-04-20
2623,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2400,2400,2400,2025-04-21
4712,Ratlam,Taal,Wheat,Wheat,FAQ,2076,2800,2600,2025-04-21
2225,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2417,3521,2800,2025-04-21
3268,Ratlam,Sailana,Wheat,Local,FAQ,2620,2620,2620,2025-04-21
3388,Ratlam,Sailana,Wheat,Lokwan,FAQ,2307,2725,2591,2025-04-21
119,Ratlam,A lot,Wheat,Lokwan,FAQ,2570,2611,2611,2025-04-21
2501,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2416,2484,2420,2025-04-21
3809,Ratlam,Sailana,Wheat,Wheat,FAQ,1500,3021,2530,2025-04-21
4546,Ratlam,Taal,Wheat,Mill Quality,FAQ,2449,2641,2450,2025-04-21
3102,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2421,2529,2529,2025-04-21
567,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2661,2470,2025-04-21
463,Ratlam,A lot,Wheat,Mill Quality,FAQ,2399,2571,2475,2025-04-21
1447,Ratlam,Jaora,Wheat,Wheat,FAQ,1500,3201,2550,2025-04-21
138,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2406,2430,2430,2025-04-21
2871,Ratlam,Ratlam,Wheat,Wheat,FAQ,2388,4600,2600,2025-04-21
4724,Ratlam,Taal,Wheat,Wheat,FAQ,2176,2646,2546,2025-04-22
3855,Ratlam,Sailana,Wheat,Wheat,FAQ,2191,3000,2570,2025-04-22
4536,Ratlam,Taal,Wheat,Mill Quality,FAQ,2423,2480,2480,2025-04-22
3061,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2415,2616,2600,2025-04-22
1280,Ratlam,Jaora,Wheat,Lokwan,FAQ,2500,2500,2500,2025-04-22
464,Ratlam,A lot,Wheat,Mill Quality,FAQ,2400,2586,2471,2025-04-22
2822,Ratlam,Ratlam,Wheat,Wheat,FAQ,2200,3899,2670,2025-04-22
2186,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2312,3195,2590,2025-04-22
529,Ratlam,A lot,Wheat,Wheat,FAQ,1700,2681,2476,2025-04-22
3301,Ratlam,Sailana,Wheat,Lokwan,FAQ,2031,2750,2700,2025-04-22
1420,Ratlam,Jaora,Wheat,Mohan Mondal,FAQ,2442,2442,2442,2025-04-22
4685,Ratlam,Taal,Wheat,Other,FAQ,2456,2526,2526,2025-04-22
2522,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2345,2345,2345,2025-04-22
1437,Ratlam,Jaora,Wheat,Other,FAQ,2510,2510,2510,2025-04-22
1457,Ratlam,Jaora,Wheat,Wheat,FAQ,1900,3200,2500,2025-04-22
3103,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2425,2425,2425,2025-04-22
3106,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2450,2450,2450,2025-04-23
520,Ratlam,A lot,Wheat,PISSI,FAQ,2431,2431,2431,2025-04-23
3244,Ratlam,Sailana,Wheat,Local,FAQ,2406,2406,2406,2025-04-23
3308,Ratlam,Sailana,Wheat,Lokwan,FAQ,2070,2761,2761,2025-04-23
902,Ratlam,Jaora,Wheat,Local,FAQ,2401,2659,2640,2025-04-23
4680,Ratlam,Taal,Wheat,Other,FAQ,2425,2560,2458,2025-04-23
1463,Ratlam,Jaora,Wheat,Wheat,FAQ,2000,3175,2500,2025-04-23
4699,Ratlam,Taal,Wheat,Wheat,FAQ,1538,2950,2440,2025-04-23
4372,Ratlam,Taal,Wheat,Lokwan,FAQ,2440,2450,2450,2025-04-23
1369,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2510,2510,2510,2025-04-23
447,Ratlam,A lot,Wheat,Mill Quality,FAQ,2371,2550,2440,2025-04-23
778,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2325,2450,2401,2025-04-23
135,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2380,2392,2392,2025-04-23
2141,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2210,3182,2890,2025-04-23
2762,Ratlam,Ratlam,Wheat,Wheat,FAQ,1300,4620,2575,2025-04-23
1247,Ratlam,Jaora,Wheat,Lokwan,FAQ,2360,2644,2600,2025-04-23
3816,Ratlam,Sailana,Wheat,Wheat,FAQ,1800,2850,2560,2025-04-23
4540,Ratlam,Taal,Wheat,Mill Quality,FAQ,2426,2481,2481,2025-04-23
553,Ratlam,A lot,Wheat,Wheat,FAQ,2207,2651,2401,2025-04-23
3051,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2200,3720,2700,2025-04-24
2251,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2477,2864,2864,2025-04-24
4679,Ratlam,Taal,Wheat,Other,FAQ,2420,2573,2573,2025-04-24
3095,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2400,2400,2400,2025-04-24
1418,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2505,2505,2505,2025-04-24
4571,Ratlam,Taal,Wheat,Mill Quality,Non-FAQ,2400,2430,2425,2025-04-24
1239,Ratlam,Jaora,Wheat,Lokwan,FAQ,2350,2651,2540,2025-04-24
4532,Ratlam,Taal,Wheat,Mill Quality,FAQ,2400,2600,2425,2025-04-24
1527,Ratlam,Jaora,Wheat,Wheat,FAQ,2285,3121,2500,2025-04-24
786,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2380,2400,2381,2025-04-24
2767,Ratlam,Ratlam,Wheat,Wheat,FAQ,1500,4251,2700,2025-04-24
4736,Ratlam,Taal,Wheat,Wheat,FAQ,2257,2875,2431,2025-04-24
4373,Ratlam,Taal,Wheat,Lokwan,FAQ,2450,2450,2450,2025-04-24
450,Ratlam,A lot,Wheat,Mill Quality,FAQ,2372,2546,2461,2025-04-24
3406,Ratlam,Sailana,Wheat,Lokwan,FAQ,2351,2760,2491,2025-04-24
133,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2379,2408,2408,2025-04-24
575,Ratlam,A lot,Wheat,Wheat,FAQ,2314,2670,2381,2025-04-24
3913,Ratlam,Sailana,Wheat,Wheat,FAQ,2310,3000,2490,2025-04-24
3107,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2450,2450,2450,2025-04-25
445,Ratlam,A lot,Wheat,Mill Quality,FAQ,2367,2542,2479,2025-04-25
4530,Ratlam,Taal,Wheat,Mill Quality,FAQ,2400,2550,2400,2025-04-25
4689,Ratlam,Taal,Wheat,Other,FAQ,2475,2550,2500,2025-04-25
3074,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2500,2500,2500,2025-04-25
1349,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2397,2397,2397,2025-04-25
1483,Ratlam,Jaora,Wheat,Wheat,FAQ,2150,3151,2540,2025-04-25
4815,Ratlam,Taal,Wheat,Wheat,FAQ,2465,2800,2500,2025-04-25
523,Ratlam,A lot,Wheat,Wheat,FAQ,1500,2626,2350,2025-04-25
131,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2374,2375,2375,2025-04-25
3897,Ratlam,Sailana,Wheat,Wheat,FAQ,2300,2600,2550,2025-04-25
2422,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3001,3001,3001,2025-04-25
1257,Ratlam,Jaora,Wheat,Lokwan,FAQ,2400,2800,2566,2025-04-25
2859,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3130,2475,2025-04-25
618,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2425,2400,2025-04-26
1703,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2495,2495,2495,2025-04-26
1297,Ratlam,Jaora,Wheat,Lokwan,FAQ,2550,2550,2550,2025-04-26
4811,Ratlam,Taal,Wheat,Wheat,FAQ,2450,2900,2575,2025-04-26
4005,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,2610,2610,2025-04-26
2869,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,3180,2615,2025-04-26
2489,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2625,2625,2625,2025-04-26
2493,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2725,2725,2725,2025-04-27
3931,Ratlam,Sailana,Wheat,Wheat,FAQ,2375,2600,2600,2025-04-27
572,Ratlam,A lot,Wheat,Wheat,FAQ,2310,2460,2460,2025-04-27
4545,Ratlam,Taal,Wheat,Mill Quality,FAQ,2445,2450,2450,2025-04-27
1704,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2510,2510,2510,2025-04-27
2900,Ratlam,Ratlam,Wheat,Wheat,FAQ,2500,2700,2600,2025-04-27
3099,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2410,2410,2410,2025-04-27
4828,Ratlam,Taal,Wheat,Wheat,FAQ,2505,2750,2750,2025-04-27
2628,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2522,2522,2522,2025-04-28
442,Ratlam,A lot,Wheat,Mill Quality,FAQ,2363,2501,2430,2025-04-28
2497,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,3000,3000,3000,2025-04-28
4674,Ratlam,Taal,Wheat,Other,FAQ,2400,2499,2499,2025-04-28
4745,Ratlam,Taal,Wheat,Wheat,FAQ,2300,2805,2625,2025-04-28
4544,Ratlam,Taal,Wheat,Mill Quality,FAQ,2431,2531,2531,2025-04-28
129,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2353,2382,2382,2025-04-28
3890,Ratlam,Sailana,Wheat,Wheat,FAQ,2290,2936,2551,2025-04-28
1336,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2346,2560,2560,2025-04-28
3374,Ratlam,Sailana,Wheat,Lokwan,FAQ,2300,2529,2529,2025-04-28
1554,Ratlam,Jaora,Wheat,Wheat,FAQ,2341,3175,2600,2025-04-28
570,Ratlam,A lot,Wheat,Wheat,FAQ,2306,2541,2350,2025-04-28
784,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2370,2370,2370,2025-04-28
2755,Ratlam,Ratlam,Wheat,Wheat,FAQ,24,4201,2600,2025-04-28
4115,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2290,2936,2551,2025-04-28
1216,Ratlam,Jaora,Wheat,Lokwan,FAQ,2300,2786,2541,2025-04-28
3096,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2400,2510,2440,2025-04-29
4537,Ratlam,Taal,Wheat,Mill Quality,FAQ,2424,2489,2489,2025-04-29
4682,Ratlam,Taal,Wheat,Other,FAQ,2448,2500,2500,2025-04-29
4775,Ratlam,Taal,Wheat,Wheat,FAQ,2375,2741,2651,2025-04-29
3050,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2196,2514,2480,2025-04-29
2670,Ratlam,Ratlam,Wheat,Other,FAQ,2210,2324,2210,2025-04-29
3392,Ratlam,Sailana,Wheat,Lokwan,FAQ,2325,2590,2570,2025-04-29
1701,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2431,2751,2560,2025-04-29
453,Ratlam,A lot,Wheat,Mill Quality,FAQ,2376,2561,2481,2025-04-29
791,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2410,2425,2420,2025-04-29
3824,Ratlam,Sailana,Wheat,Wheat,FAQ,2000,2950,2640,2025-04-29
1240,Ratlam,Jaora,Wheat,Lokwan,FAQ,2350,2836,2560,2025-04-29
2492,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2711,2711,2711,2025-04-29
596,Ratlam,A lot,Wheat,Wheat,FAQ,2360,2626,2420,2025-04-29
2840,Ratlam,Ratlam,Wheat,Wheat,FAQ,2295,3525,2480,2025-04-29
1566,Ratlam,Jaora,Wheat,Wheat,FAQ,2380,3100,2560,2025-04-29
2673,Ratlam,Ratlam,Wheat,Other,FAQ,2250,2300,2300,2025-04-30
586,Ratlam,A lot,Wheat,Wheat,FAQ,2350,2450,2450,2025-04-30
3947,Ratlam,Sailana,Wheat,Wheat,FAQ,2425,2700,2600,2025-04-30
1498,Ratlam,Jaora,Wheat,Wheat,FAQ,2200,3115,2650,2025-05-01
4398,Ratlam,Taal,Wheat,Lokwan,FAQ,2645,2650,2650,2025-05-01
3814,Ratlam,Sailana,Wheat,Wheat,FAQ,1661,2910,2691,2025-05-01
2757,Ratlam,Ratlam,Wheat,Wheat,FAQ,900,3550,2495,2025-05-01
4538,Ratlam,Taal,Wheat,Mill Quality,FAQ,2424,2500,2459,2025-05-01
3461,Ratlam,Sailana,Wheat,Lokwan,FAQ,2500,2550,2550,2025-05-01
1163,Ratlam,Jaora,Wheat,Lokwan,FAQ,2145,3001,2550,2025-05-01
524,Ratlam,A lot,Wheat,Wheat,FAQ,1501,2466,2420,2025-05-01
436,Ratlam,A lot,Wheat,Mill Quality,FAQ,2340,2501,2450,2025-05-01
4789,Ratlam,Taal,Wheat,Wheat,FAQ,2393,2835,2400,2025-05-01
4367,Ratlam,Taal,Wheat,Lokwan,FAQ,2393,2519,2519,2025-05-02
4773,Ratlam,Taal,Wheat,Wheat,FAQ,2370,2709,2548,2025-05-02
448,Ratlam,A lot,Wheat,Mill Quality,FAQ,2371,2647,2450,2025-05-02
1565,Ratlam,Jaora,Wheat,Wheat,FAQ,2380,3020,2600,2025-05-02
3098,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2410,2410,2410,2025-05-02
3818,Ratlam,Sailana,Wheat,Wheat,FAQ,1900,2917,2400,2025-05-02
2200,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2360,2500,2500,2025-05-02
3432,Ratlam,Sailana,Wheat,Lokwan,FAQ,2403,2530,2530,2025-05-02
4521,Ratlam,Taal,Wheat,Mill Quality,FAQ,2375,2534,2449,2025-05-02
1121,Ratlam,Jaora,Wheat,Lokwan,FAQ,1046,3002,2570,2025-05-02
554,Ratlam,A lot,Wheat,Wheat,FAQ,2222,2490,2391,2025-05-02
2763,Ratlam,Ratlam,Wheat,Wheat,FAQ,1450,4200,2540,2025-05-02
4381,Ratlam,Taal,Wheat,Lokwan,FAQ,2500,2550,2550,2025-05-03
4726,Ratlam,Taal,Wheat,Wheat,FAQ,2200,2744,2440,2025-05-03
2758,Ratlam,Ratlam,Wheat,Wheat,FAQ,1000,3600,2630,2025-05-03
2480,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2410,2410,2410,2025-05-03
1272,Ratlam,Jaora,Wheat,Lokwan,FAQ,2436,2727,2727,2025-05-03
3072,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2475,3700,2630,2025-05-03
1525,Ratlam,Jaora,Wheat,Wheat,FAQ,2272,3250,2575,2025-05-03
3423,Ratlam,Sailana,Wheat,Lokwan,FAQ,2400,2520,2450,2025-05-03
113,Ratlam,A lot,Wheat,Lokwan,FAQ,2501,2534,2534,2025-05-03
2174,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2298,2511,2410,2025-05-03
521,Ratlam,A lot,Wheat,Wheat,FAQ,1031,2507,2413,2025-05-03
3823,Ratlam,Sailana,Wheat,Wheat,FAQ,2000,2852,2590,2025-05-03
460,Ratlam,A lot,Wheat,Mill Quality,FAQ,2390,2590,2475,2025-05-03
3100,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2411,2500,2500,2025-05-03
4541,Ratlam,Taal,Wheat,Mill Quality,FAQ,2427,2594,2594,2025-05-03
2236,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2450,2460,2455,2025-05-04
3462,Ratlam,Sailana,Wheat,Lokwan,FAQ,2500,2580,2580,2025-05-04
3896,Ratlam,Sailana,Wheat,Wheat,FAQ,2300,2500,2500,2025-05-04
2885,Ratlam,Ratlam,Wheat,Wheat,FAQ,2450,2615,2605,2025-05-04
3869,Ratlam,Sailana,Wheat,Wheat,FAQ,2221,2925,2651,2025-05-05
1417,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2500,2500,2500,2025-05-05
1564,Ratlam,Jaora,Wheat,Wheat,FAQ,2376,3175,2700,2025-05-05
3097,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2407,2501,2499,2025-05-05
2313,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2700,3141,3141,2025-05-05
642,Ratlam,A lot,Wheat,Wheat,FAQ,2404,2501,2501,2025-05-05
101,Ratlam,A lot,Wheat,Lokwan,FAQ,2400,2561,2561,2025-05-05
1133,Ratlam,Jaora,Wheat,Lokwan,FAQ,1941,2791,2580,2025-05-05
4380,Ratlam,Taal,Wheat,Lokwan,FAQ,2498,2530,2530,2025-05-05
2761,Ratlam,Ratlam,Wheat,Wheat,FAQ,1300,3840,2600,2025-05-05
4782,Ratlam,Taal,Wheat,Wheat,FAQ,2390,2696,2424,2025-05-05
455,Ratlam,A lot,Wheat,Mill Quality,FAQ,2380,2540,2515,2025-05-05
4561,Ratlam,Taal,Wheat,Mill Quality,FAQ,2500,2510,2500,2025-05-05
3361,Ratlam,Sailana,Wheat,Lokwan,FAQ,2250,2670,2471,2025-05-05
141,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2423,2423,2423,2025-05-05
3436,Ratlam,Sailana,Wheat,Lokwan,FAQ,2420,2530,2530,2025-05-06
3272,Ratlam,Sailana,Wheat,Local,FAQ,4371,4371,4371,2025-05-06
91,Ratlam,A lot,Wheat,Lokwan,FAQ,2366,2577,2577,2025-05-06
1224,Ratlam,Jaora,Wheat,Lokwan,FAQ,2300,3101,2651,2025-05-06
2233,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2445,2850,2850,2025-05-06
